run_id,input_file,budget,node_fraction,edge_fraction,population_size,tournament_size,p_crossover,p_mutation,payoff_function,best_fitness,runtime_seconds
tune_2,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,10153.0,3.07
tune_3,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,10153.0,3.13
tune_4,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,10153.0,3.09
tune_5,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,10153.0,3.08
tune_6,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,10153.0,3.10
tune_7,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,10153.0,3.11
tune_8,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,10153.0,3.06
tune_9,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,10153.0,3.10
tune_10,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,10153.0,3.11
tune_1,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,1431.0,1.28
tune_2,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,1275.0,1.27
tune_3,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,1275.0,1.28
tune_4,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,1326.0,1.28
tune_5,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,1226.0,1.27
tune_6,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,1326.0,1.27
tune_7,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,1326.0,1.29
tune_8,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,1326.0,1.29
tune_9,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,1226.0,1.26
tune_10,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,1225.0,1.27
tune_1,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,466.0,1.06
tune_2,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,466.0,1.08
tune_3,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,468.0,1.08
tune_4,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,468.0,1.10
tune_5,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,441.0,1.08
tune_6,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,466.0,1.08
tune_7,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,468.0,1.09
tune_8,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,466.0,1.07
tune_9,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,466.0,1.09
tune_10,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,468.0,1.09
tune_1,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,171.0,1.08
tune_2,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,171.0,1.08
tune_3,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,171.0,1.06
tune_4,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,171.0,1.06
tune_5,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,171.0,1.08
tune_6,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,171.0,1.07
tune_7,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,171.0,1.08
tune_8,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,171.0,1.05
tune_9,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,171.0,1.07
tune_10,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.01,pairwise,171.0,1.08
tune_1,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,10153.0,3.13
tune_2,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,10153.0,3.09
tune_3,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,10153.0,3.13
tune_4,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,10153.0,3.11
tune_5,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,10153.0,3.06
tune_6,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,10153.0,3.10
tune_7,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,10153.0,3.11
tune_8,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,10153.0,3.11
tune_9,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,10153.0,3.09
tune_10,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,10153.0,3.11
tune_1,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,1275.0,1.27
tune_2,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,1225.0,1.28
tune_3,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,1326.0,1.28
tune_4,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,1226.0,1.29
tune_5,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,1275.0,1.27
tune_6,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,1226.0,1.27
tune_7,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,1326.0,1.29
tune_8,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,1225.0,1.28
tune_9,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,1326.0,1.29
tune_10,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,1225.0,1.28
tune_1,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,468.0,1.09
tune_2,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,496.0,1.07
tune_3,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,466.0,1.07
tune_4,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,466.0,1.08
tune_5,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,468.0,1.09
tune_6,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,468.0,1.09
tune_7,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,441.0,1.10
tune_8,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,466.0,1.08
tune_9,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,468.0,1.08
tune_10,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,466.0,1.09
tune_1,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,171.0,1.07
tune_2,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,171.0,1.07
tune_3,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,171.0,1.07
tune_4,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,171.0,1.08
tune_5,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,171.0,1.06
tune_6,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,171.0,1.07
tune_7,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,171.0,1.08
tune_8,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,171.0,1.07
tune_9,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,171.0,1.08
tune_10,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,3,0.9,0.02,pairwise,171.0,1.07
tune_1,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,10153.0,2.92
tune_2,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,10153.0,2.90
tune_3,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,10153.0,2.91
tune_4,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,10153.0,2.94
tune_5,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,10153.0,2.88
tune_6,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,10153.0,2.93
tune_7,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,10153.0,2.88
tune_8,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,10153.0,2.92
tune_9,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,10153.0,2.90
tune_10,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,10153.0,2.88
tune_1,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,1327.0,1.22
tune_2,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,1326.0,1.27
tune_3,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,1378.0,1.24
tune_4,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,1275.0,1.24
tune_5,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,1225.0,1.23
tune_6,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,1276.0,1.24
tune_7,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,1326.0,1.23
tune_8,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,1275.0,1.24
tune_9,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,1275.0,1.24
tune_10,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,1326.0,1.24
tune_1,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,468.0,1.08
tune_2,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,466.0,1.05
tune_3,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,441.0,1.04
tune_4,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,466.0,1.06
tune_5,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,441.0,1.07
tune_6,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,466.0,1.06
tune_7,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,466.0,1.06
tune_8,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,466.0,1.05
tune_9,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,441.0,1.07
tune_10,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,441.0,1.06
tune_1,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,171.0,1.05
tune_2,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,171.0,1.05
tune_3,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,171.0,1.05
tune_4,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,171.0,1.04
tune_5,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,171.0,1.05
tune_6,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,171.0,1.07
tune_7,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,171.0,1.05
tune_8,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,171.0,1.06
tune_9,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,171.0,1.05
tune_10,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.01,pairwise,171.0,1.06
tune_1,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,10153.0,2.93
tune_2,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,10153.0,2.90
tune_3,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,10153.0,2.93
tune_4,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,10153.0,2.92
tune_5,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,10153.0,2.89
tune_6,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,10153.0,2.92
tune_7,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,10153.0,2.92
tune_8,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,10153.0,2.93
tune_9,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,10153.0,2.90
tune_10,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,10153.0,2.91
tune_1,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,1276.0,1.23
tune_2,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,1326.0,1.27
tune_3,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,1378.0,1.24
tune_4,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,1326.0,1.23
tune_5,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,1378.0,1.25
tune_6,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,1071.0,1.25
tune_7,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,1431.0,1.25
tune_8,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,1275.0,1.25
tune_9,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,1275.0,1.22
tune_10,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,1326.0,1.23
tune_1,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,496.0,1.06
tune_2,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,468.0,1.07
tune_3,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,468.0,1.06
tune_4,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,468.0,1.06
tune_5,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,468.0,1.06
tune_6,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,466.0,1.05
tune_7,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,468.0,1.06
tune_8,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,497.0,1.06
tune_9,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,468.0,1.05
tune_10,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,466.0,1.07
tune_1,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,171.0,1.04
tune_2,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,171.0,1.05
tune_3,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,171.0,1.08
tune_4,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,171.0,1.06
tune_5,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,171.0,1.06
tune_6,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,171.0,1.05
tune_7,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,171.0,1.06
tune_8,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,171.0,1.05
tune_9,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,171.0,1.05
tune_10,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.8,0.02,pairwise,171.0,1.05
tune_1,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,10153.0,3.12
tune_2,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,10153.0,3.10
tune_3,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,10153.0,3.13
tune_4,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,10153.0,3.13
tune_5,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,10153.0,3.07
tune_6,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,10153.0,3.10
tune_7,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,10153.0,3.11
tune_8,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,10153.0,3.10
tune_9,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,10153.0,3.08
tune_10,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,10153.0,3.12
tune_1,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,1378.0,1.27
tune_2,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,1225.0,1.28
tune_3,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,1275.0,1.27
tune_4,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,1275.0,1.27
tune_5,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,1326.0,1.28
tune_6,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,1275.0,1.28
tune_7,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,1326.0,1.28
tune_8,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,1326.0,1.27
tune_9,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,1275.0,1.29
tune_10,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,1378.0,1.29
tune_1,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,468.0,1.10
tune_2,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,468.0,1.08
tune_3,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,468.0,1.07
tune_4,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,468.0,1.08
tune_5,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,466.0,1.09
tune_6,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,466.0,1.07
tune_7,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,468.0,1.07
tune_8,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,466.0,1.07
tune_9,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,466.0,1.08
tune_10,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,468.0,1.07
tune_1,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,171.0,1.08
tune_2,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,171.0,1.07
tune_3,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,171.0,1.09
tune_4,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,171.0,1.08
tune_5,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,171.0,1.08
tune_6,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,171.0,1.08
tune_7,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,171.0,1.06
tune_8,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,171.0,1.06
tune_9,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,171.0,1.07
tune_10,Tuning/mac_grafo20dens30.txt,0.08,0.05,0.03,50,5,0.9,0.01,pairwise,171.0,1.07
tune_1,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,10153.0,3.12
tune_2,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,10153.0,3.10
tune_3,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,10153.0,3.13
tune_4,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,10153.0,3.11
tune_5,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,10153.0,3.12
tune_6,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,10153.0,3.12
tune_7,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,10153.0,3.11
tune_8,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,10153.0,3.08
tune_9,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,10153.0,3.08
tune_10,Tuning/bog_150_p0.1_2.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,10153.0,3.12
tune_1,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,1225.0,1.27
tune_2,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,1225.0,1.27
tune_3,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,1278.0,1.29
tune_4,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,1225.0,1.28
tune_5,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,1275.0,1.28
tune_6,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,1431.0,1.29
tune_7,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,1326.0,1.27
tune_8,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,1275.0,1.26
tune_9,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,1326.0,1.27
tune_10,Tuning/cor_dolphins-w.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,1326.0,1.28
tune_1,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,466.0,1.09
tune_2,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,468.0,1.08
tune_3,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,466.0,1.09
tune_4,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,441.0,1.06
tune_5,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,468.0,1.08
tune_6,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,468.0,1.06
tune_7,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,466.0,1.08
tune_8,Tuning/hos_35_r1_1.txt,0.08,0.05,0.03,50,5,0.9,0.02,pairwise,441.0,1.09
